,Date,^GSPC Close,^DJI Close,ES=F Close,YM=F Close
0,2021-11-03,4724.158789367299,36650.913288288095,4715.725449198301,36526.66270339315
1,2021-11-04,4743.914949129355,36617.11063553959,4737.011973876288,36500.30795855374
2,2021-11-05,4761.623033205085,36823.60893074167,4754.243922425135,36709.118629204466
3,2021-11-08,4765.850344572149,36929.30111884239,4758.045087546204,36807.44210033612
4,2021-11-09,4749.175702263709,36815.531454859396,4742.080194037713,36703.03676501076
5,2021-11-10,4710.109821663972,36572.21729164096,4705.335597867379,36483.076010004894
6,2021-11-11,4712.704809779827,36411.34089698572,4706.349241899664,36317.85203274243
7,2021-11-12,4746.7430555749,36592.86236970477,4742.080194037713,36504.36253468288
8,2021-11-15,4746.692076407261,36579.8275409771,4742.840427061928,36500.30795855374
9,2021-11-16,4765.039132380296,36635.34434947972,4760.072375610774,36553.01744823256
10,2021-11-17,4752.642285663184,36421.295198146516,4750.189346295994,36356.37050596926
11,2021-11-18,4768.728935241958,36360.373607987385,4765.647417788342,36299.60644016129
12,2021-11-19,4762.059078318583,36087.7350396787,4758.551909562347,36034.031703702596
13,2021-11-22,4746.834125155926,36105.240196970626,4743.600660086141,36056.33187241287
14,2021-11-23,4754.700260217013,36302.44543536109,4752.4700453686355,36253.99245870846
15,2021-11-24,4765.60683243158,36292.895007994404,4763.113307707629,36236.76051015961
16,2021-11-26,4657.309262404122,35375.50756330639,4658.454561374194,35333.6036773936
17,2021-11-29,4718.786673973537,35615.33732516384,4714.458394157945,35555.591720464035
18,2021-11-30,4629.312295445998,34954.2157219349,4628.552062421783,34927.132420447284
19,2021-12-01,4574.616103059364,34486.23686187328,4570.01411955732,34465.924385757564
20,2021-12-02,4639.550199160752,35112.41546281739,4638.181680728492,35094.38368577432
21,2021-12-03,4600.352663623227,35051.88982735837,4599.409796493587,35037.619619966354
22,2021-12-06,4654.318814531531,35707.67000168281,4652.626108188555,35692.43366482252
23,2021-12-07,4750.696168312137,36206.78673936119,4748.922291255638,36200.26932499735
24,2021-12-08,4765.35342142351,36242.58896334525,4763.113307707629,36233.71957806276
25,2021-12-09,4731.1330364663845,36242.529570140236,4730.676698674506,36240.815086288756
26,2021-12-10,4776.310972805716,36461.7776066859,4775.27703609505,36457.73490919777
27,2021-12-13,4732.673795193193,36137.37192088466,4732.450575731005,36131.34153080197
28,2021-12-14,4697.317515190124,36029.145622703225,4700.267377705954,36037.07263579946
29,2021-12-15,4774.1114444465975,36417.624698076484,4773.756570046623,36416.175503874074
30,2021-12-16,4732.369405017483,36387.42919264599,4732.450575731005,36391.848047099236
31,2021-12-17,4683.684299921914,35847.96863057327,4699.71997033305,36162.55068026474
32,2021-12-20,4630.346232156663,35408.77567720974,4620.696321171575,35287.98969594077
33,2021-12-21,4712.664224423065,35976.96275277555,4704.068542827023,35863.7395062787
34,2021-12-22,4760.640075662059,36241.71786300501,4749.935935287923,36118.164158382264
35,2021-12-23,4790.268870928016,36441.06917587008,4780.091845248405,36320.89296483928
36,2021-12-27,4856.561091650787,36797.68973607238,4847.499173395363,36671.613800009916
37,2021-12-28,4851.6552129164065,36894.8293026507,4843.698008274294,36777.03277936757
38,2021-12-29,4858.456724777569,36986.48093708548,4849.779872468004,36877.383538563794
39,2021-12-30,4843.931126603984,36894.69467805266,4837.362733072512,36786.15557565814
40,2021-12-31,4831.210091976156,36834.10173029462,4823.425127628592,36720.268713559606
41,2022-01-03,4862.004478890567,37084.226314354964,4851.300338516432,36952.393196952886
42,2022-01-04,4858.943254115331,37301.74402886115,4849.526461459933,37175.39488405561
43,2022-01-05,4764.71494446958,36903.84915071924,4756.524621497776,36786.15557565814
44,2022-01-06,4760.122859835038,36730.880299522585,4751.456401336351,36615.86337823424
45,2022-01-07,4740.843330543241,36726.006097164216,4731.43693169872,36599.64507371768
46,2022-01-10,4734.011627136194,36560.99593543981,4725.861889521152,36442.53024871349
47,2022-01-11,4777.3751010622655,36746.64325613402,4769.19517190134,36620.93159839566
48,2022-01-12,4790.8365709793015,36785.46661447994,4780.598667264547,36653.368207428786
49,2022-01-13,4722.597737962109,36606.35650588456,4715.47203819023,36480.03507790804
50,2022-01-14,4726.470174929198,36401.79046961903,4718.259559279014,36284.40177967701
51,2022-01-18,4639.560098028255,35851.037279499134,4633.620282583209,35740.07493433992
52,2022-01-19,4594.604886207736,35506.58044768425,4585.97901306581,35386.313167072425
53,2022-01-20,4543.892493047598,35189.04853547695,4535.803633467698,35088.30182158061
54,2022-01-21,4457.945575954675,34732.88892321365,4449.897301731537,34623.03921076176
55,2022-01-24,4470.301837315026,34833.370347460914,4463.834907175457,34720.349037861124
